"","country","ISO3","region_name","year","indicator_name","value","unit_of_measure"
"1339","Kosovo","XKX","Europe & Central Asia",2016,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00697603821754456,"%"
"1340","Yemen, Rep.","YEM","Middle East & North Africa",2014,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0408199615776539,"%"
"1341","Burkina Faso","BFA","Sub-Saharan Africa",2014,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00393909774720669,"%"
"1342","Bangladesh","BGD","South Asia",2016,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0163785591721535,"%"
"1343","Bahamas, The","BHS","Latin America & Caribbean",2013,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00035195131204091,"%"
"1344","Bosnia and Herzegovina","BIH","Europe & Central Asia",2015,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00356439314782619,"%"
"1345","Belarus","BLR","Europe & Central Asia",2016,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000494135951157659,"%"
"1346","Bolivia","BOL","Latin America & Caribbean",2012,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000316500343615189,"%"
"1347","Brazil","BRA","Latin America & Caribbean",2008,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0291799362748861,"%"
"1348","Barbados","BRB","Latin America & Caribbean",2016,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00998138636350632,"%"
"1349","Botswana","BWA","Sub-Saharan Africa",2009,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00288311135955155,"%"
"1350","Chile","CHL","Latin America & Caribbean",2016,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0167115330696106,"%"
"1351","China","CHN","East Asia & Pacific",2013,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0378528982400894,"%"
"1352","Cameroon","CMR","Sub-Saharan Africa",2014,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0203002151101828,"%"
"1353","Comoros","COM","Sub-Saharan Africa",2014,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0279222000390291,"%"
"1354","Cabo Verde","CPV","Sub-Saharan Africa",2007,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00423649698495865,"%"
"1355","Costa Rica","CRI","Latin America & Caribbean",2012,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00951841194182634,"%"
"1356","Ecuador","ECU","Latin America & Caribbean",2013,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0293216742575169,"%"
"1357","United Kingdom","GBR","Europe & Central Asia",2013,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",8.22679648990743e-05,"%"
"1358","Gambia, The","GMB","Sub-Saharan Africa",2015,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00149668182712048,"%"
"1359","Guatemala","GTM","Latin America & Caribbean",2014,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00663286214694381,"%"
"1360","Hungary","HUN","Europe & Central Asia",2015,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00117269996553659,"%"
"1361","Indonesia","IDN","East Asia & Pacific",2015,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.01086510065943,"%"
"1362","Israel","ISR","Middle East & North Africa",2016,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00736769987270236,"%"
"1363","Japan","JPN","East Asia & Pacific",2015,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00210111611522734,"%"
"1364","Kazakhstan","KAZ","Europe & Central Asia",2015,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00557315954938531,"%"
"1365","Kenya","KEN","Sub-Saharan Africa",2015,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00827217474579811,"%"
"1366","Kyrgyz Republic","KGZ","Europe & Central Asia",2016,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0112158795818686,"%"
"1367","Sri Lanka","LKA","South Asia",2016,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0177488885819912,"%"
"1368","Morocco","MAR","Middle East & North Africa",2006,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0286738611757755,"%"
"1369","Moldova","MDA","Europe & Central Asia",2016,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0411367006599903,"%"
"1370","Madagascar","MDG","Sub-Saharan Africa",2010,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000294885016046464,"%"
"1371","Mali","MLI","Sub-Saharan Africa",2016,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00291752582415938,"%"
"1372","Myanmar","MMR","East Asia & Pacific",2015,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0229361318051815,"%"
"1373","Montenegro","MNE","Europe & Central Asia",2015,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0088884150609374,"%"
"1374","Mozambique","MOZ","Sub-Saharan Africa",2014,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00166494061704725,"%"
"1375","Mauritius","MUS","Sub-Saharan Africa",2012,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00759445037692785,"%"
"1376","Malawi","MWI","Sub-Saharan Africa",2016,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00304818456061184,"%"
"1377","Nicaragua","NIC","Latin America & Caribbean",2014,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0489781685173512,"%"
"1378","Pakistan","PAK","South Asia",2015,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0170406773686409,"%"
"1379","Poland","POL","Europe & Central Asia",2016,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00590245053172112,"%"
"1380","West Bank and Gaza","PSE","Middle East & North Africa",2016,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0151107143610716,"%"
"1381","Romania","ROU","Europe & Central Asia",2016,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.021315474063158,"%"
"1382","Russian Federation","RUS","Europe & Central Asia",2014,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00108158122748137,"%"
"1383","Rwanda","RWA","Sub-Saharan Africa",2016,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000771156046539545,"%"
"1384","El Salvador","SLV","Latin America & Caribbean",2014,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00488095218315721,"%"
"1385","Serbia","SRB","Europe & Central Asia",2015,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0161043964326382,"%"
"1386","Suriname","SUR","Latin America & Caribbean",2016,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00590031454339623,"%"
"1387","Seychelles","SYC","Sub-Saharan Africa",2013,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0150676649063826,"%"
"1388","Syrian Arab Republic","SYR","Middle East & North Africa",2007,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0261400751769543,"%"
"1389","Trinidad and Tobago","TTO","Latin America & Caribbean",2014,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00752544915303588,"%"
"1390","Taiwan, China","TWN","East Asia & Pacific",2016,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00116620003245771,"%"
"1391","Uganda","UGA","Sub-Saharan Africa",2016,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0142602222040296,"%"
"1392","Ukraine","UKR","Europe & Central Asia",2014,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00693641556426883,"%"
"1393","United States","USA","NAC",2018,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00401270063593984,"%"
"1394","Vietnam","VNM","East Asia & Pacific",2016,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0247493870556355,"%"
"1395","Kosovo","XKX","Europe & Central Asia",2016,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0208638962358236,"%"
"1396","Yemen, Rep.","YEM","Middle East & North Africa",2014,"Proportion of population pushed below the $5.50 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0288216527551413,"%"
"1397","Burkina Faso","BFA","Sub-Saharan Africa",2014,"Proportion of population pushed by out-of-pocket health care expenditure below the societal poverty line, defined as the higher of the $1.90 ($ 2011 PPP) poverty line and a 50% of median consumption poverty line (%)               ",0.0202365256845951,"%"
"1398","Bangladesh","BGD","South Asia",2016,"Proportion of population pushed by out-of-pocket health care expenditure below the societal poverty line, defined as the higher of the $1.90 ($ 2011 PPP) poverty line and a 50% of median consumption poverty line (%)               ",0.0367343500256538,"%"
"1399","Bahamas, The","BHS","Latin America & Caribbean",2013,"Proportion of population pushed by out-of-pocket health care expenditure below the societal poverty line, defined as the higher of the $1.90 ($ 2011 PPP) poverty line and a 50% of median consumption poverty line (%)               ",0.00103434745687991,"%"
"1400","Bosnia and Herzegovina","BIH","Europe & Central Asia",2015,"Proportion of population pushed by out-of-pocket health care expenditure below the societal poverty line, defined as the higher of the $1.90 ($ 2011 PPP) poverty line and a 50% of median consumption poverty line (%)               ",0.0146577022969723,"%"
"1401","Belarus","BLR","Europe & Central Asia",2016,"Proportion of population pushed by out-of-pocket health care expenditure below the societal poverty line, defined as the higher of the $1.90 ($ 2011 PPP) poverty line and a 50% of median consumption poverty line (%)               ",0.0126124080270529,"%"
"1402","Bolivia","BOL","Latin America & Caribbean",2012,"Proportion of population pushed by out-of-pocket health care expenditure below the societal poverty line, defined as the higher of the $1.90 ($ 2011 PPP) poverty line and a 50% of median consumption poverty line (%)               ",0.0165304522961378,"%"
"1403","Brazil","BRA","Latin America & Caribbean",2008,"Proportion of population pushed by out-of-pocket health care expenditure below the societal poverty line, defined as the higher of the $1.90 ($ 2011 PPP) poverty line and a 50% of median consumption poverty line (%)               ",0.027261259034276,"%"
"1404","Barbados","BRB","Latin America & Caribbean",2016,"Proportion of population pushed by out-of-pocket health care expenditure below the societal poverty line, defined as the higher of the $1.90 ($ 2011 PPP) poverty line and a 50% of median consumption poverty line (%)               ",0.0141646899282932,"%"
"1405","Botswana","BWA","Sub-Saharan Africa",2009,"Proportion of population pushed by out-of-pocket health care expenditure below the societal poverty line, defined as the higher of the $1.90 ($ 2011 PPP) poverty line and a 50% of median consumption poverty line (%)               ",0.00298372539691627,"%"
